,predictions_1,predictions_2,predictions_3,true_vals
600,1.0737628,-2.7455313,1.7156686,0
601,-1.1475092,-0.5841768,2.3836777,0
602,-0.12033618,-2.0430925,2.2439017,0
603,1.314903,-2.8978937,1.4598005,0
604,0.8137903,-2.6582186,1.6824596,0
605,-0.24501443,-1.973409,2.4218001,0
606,-1.7489157,3.0641983,-1.0812198,1
607,-0.88914627,-0.30768594,1.6723119,1
608,-1.9300829,3.0908706,-0.8186938,1
609,-1.6389687,2.5397766,-0.38013113,1
610,-1.5038356,2.8700874,-1.1068689,1
611,-0.57308865,1.6393129,-1.1716896,1
612,-0.41178596,1.9955622,-2.0064952,1
613,1.9611427,-1.9234862,-1.2820575,1
614,-1.8156826,3.0231137,-0.7761525,1
615,1.9897805,-1.6732564,-1.5922747,2
616,1.8659207,-2.6609251,-0.15512681,2
617,-1.500981,-0.07717688,2.2863927,0
618,-1.1397101,-1.0526712,2.6808338,0
619,-0.7253634,-1.4768469,2.5408854,0
620,-1.0242219,-1.1355397,2.5501888,0
621,-1.4906445,2.114838,0.28436264,1
622,-1.5169351,2.5416386,-0.62576836,1
623,-0.43970373,0.8814072,-0.18917978,0
624,-1.5114666,1.9833645,0.14178777,1
625,-1.8953009,2.388036,0.4260223,1
626,-0.30998045,-1.1944422,1.9069767,0
627,-1.7511437,2.7054071,-0.45379144,1
628,-1.1437572,-0.9003315,2.6085634,0
629,-1.7474868,1.7614657,1.3311089,1
630,-1.203217,-0.7348959,2.5791879,0
631,-1.8788128,2.3430429,0.7824943,0
632,-1.991028,2.9157202,-0.35527894,1
633,-1.0541073,-1.059779,2.6468918,0
634,-1.9798546,2.8659804,-0.22881311,1
635,-0.44320744,-1.3453683,2.3444886,0
636,-0.9879879,-0.1250091,1.5911952,0
637,-0.6459112,-0.74836934,1.5597318,0
638,-1.4512947,0.9800261,1.5928353,0
639,-1.8616164,2.8925855,-0.4227205,1
640,-1.9939135,2.949746,-0.44895828,1
641,1.4911906,-0.4606513,-1.9446491,0
642,-1.8242958,2.137049,1.1664091,1
643,2.0098968,-2.4061632,-0.9149203,2
644,0.5825857,-2.2191567,1.3290604,0
645,-1.9740828,3.0482063,-0.38486767,1
646,0.11382425,-1.988048,2.0101776,0
647,-0.9856032,-0.95267797,2.6039412,0
648,-0.40984783,-1.6484088,2.340158,0
649,-1.8310431,2.5823019,-0.0882197,1
650,-0.73011243,-1.4539422,2.5163245,0
651,-1.0939841,-1.0290811,2.6930306,0
652,-1.5640074,2.8905575,-1.1841336,1
653,0.22929026,-2.0417461,2.1101675,0
654,-1.530693,2.952332,-1.2031299,1
655,-1.7553526,2.9248722,-0.93450195,1
656,-1.5067244,2.9311254,-1.206214,1
657,-1.9286679,2.9395332,-0.5542417,1
658,0.66790706,1.0432621,-2.340487,1
659,-1.730501,2.9459686,-0.88019854,1
660,-1.5850831,3.0255377,-1.2081959,1
661,-1.5437665,1.2547824,1.4665749,1
662,-1.8772901,2.9644,-0.64957505,1
663,-1.4679435,2.9164155,-1.2767314,1
664,-1.9815698,3.0991964,-0.6620645,1
665,1.9650071,-2.740134,-0.20343119,2
666,1.8577714,-2.9830737,0.43992847,2
667,1.9625753,-2.8947542,0.30427718,2
668,2.104752,-1.6828415,-1.7070583,2
669,1.8270961,-2.9563773,0.49262226,0
670,0.88894403,-2.6982253,1.828665,0
671,-0.12668954,-2.0052083,2.2301497,2
672,0.18945989,-2.2271407,2.182608,0
673,1.7813876,-2.1000142,-0.9553363,2
674,-1.5230196,1.7992276,0.5102586,0
675,1.2080336,-2.6649203,1.5250314,0
676,-1.8849145,2.8924444,-0.4485504,1
677,-1.8120238,2.9551237,-0.8037359,1
678,-1.9371802,3.0885344,-0.7048984,1
679,-1.5907431,2.8534582,-0.9453689,1
680,-1.614202,2.7308414,-0.4762615,0
681,-1.6150781,3.0019672,-1.0921949,1
682,-1.7444496,3.0462933,-0.99033296,1
683,-1.6872653,3.0594537,-1.1324129,1
684,-1.7077948,3.0613508,-1.1073842,1
685,-1.6043817,2.9735756,-1.0877087,1
686,1.9772788,-2.7767084,0.058020387,2
687,-1.4361352,-0.23180932,2.5384512,0
688,-1.8033484,2.331473,0.15737447,1
689,0.1092899,-2.214955,2.095059,0
690,-1.9283562,3.0343244,-0.73322755,1
691,-0.94352037,2.1378558,-1.1257982,0
692,-1.7281271,3.0303016,-1.0580479,1
693,-1.892929,3.0216482,-0.7964059,1
694,-0.465122,-1.5246589,2.4636393,0
695,-1.7265218,2.9441035,-0.8991322,1
696,-1.7633287,2.9133854,-0.76787895,1
697,-1.11696,2.755534,-1.5643408,1
698,-1.8834549,3.0870874,-0.85267687,1
699,-1.7154669,3.0600035,-1.0652969,1
700,-1.549614,3.0101168,-1.2701495,1
701,-1.6609524,3.0536177,-1.0980614,1
702,-1.6332387,3.0524716,-1.1435664,1
703,1.4044269,0.1956971,-2.3751059,1
704,-1.669382,3.007528,-1.1241661,1
705,-1.8473834,3.0780423,-0.8981273,1
706,-1.8633491,3.1087008,-0.9275908,1
707,-1.612238,3.0488422,-1.1915241,1
708,-1.7797066,3.0015275,-0.91581196,1
709,-1.6050323,3.0358586,-1.1808358,1
710,-1.8268031,3.0792415,-0.9749498,1
711,-1.8020197,3.0956023,-0.9872713,1
712,-1.6307126,3.0558813,-1.1787915,1
713,-1.9076786,3.0954537,-0.8684044,1
714,1.6107458,-2.8365662,0.7972446,2
715,1.8250654,-2.2396433,-0.29404563,2
716,-1.6912211,2.8139136,-0.6912731,1
717,-1.4483184,2.8051417,-1.1507415,1
718,-1.3577017,2.770853,-1.1997578,1
719,-1.8040199,3.065726,-0.9663628,1
720,-1.8693159,3.0749743,-0.8581851,1
721,-1.1065638,-0.67228085,2.317261,0
722,-1.8137594,3.0782325,-0.9962398,1
723,-1.948867,3.1010406,-0.79968053,1
724,-1.8709269,3.0458648,-0.87744194,1
725,-1.6593846,3.0610292,-1.1468989,1
726,-1.8196019,3.0733817,-0.96794266,1
