,Models response,label
1747,positive,2
1748,neutral,1
1749,neutral,1
1750,neutral,1
1751,neutral,1
1752,neutral,1
1753,neutral,1
1754,neutral,1
1755,neutral,1
1756,neutral,1
1757,neutral,1
1758,negative,0
1759,neutral,1
1760,negative,0
1761,neutral,1
1762,neutral,1
1763,neutral,1
1764,positive,2
1765,neutral,1
1766,neutral,1
1767,neutral,1
1768,neutral,1
1769,neutral,1
1770,neutral,1
1771,neutral,1
1772,positive,2
1773,neutral,1
1774,neutral,1
1775,neutral,1
1776,neutral,1
1777,neutral,1
1778,neutral,1
1779,neutral,1
1780,neutral,1
1781,neutral,1
1782,neutral,1
1783,neutral,1
1784,neutral,1
1785,neutral,1
1786,neutral,1
1787,positive,2
1788,neutral,1
1789,positive,2
1790,neutral,1
1791,neutral,1
1792,neutral,1
1793,neutral,1
1794,neutral,1
1795,positive,2
1796,neutral,1
1797,negative,0
1798,neutral,1
1799,negative,0
1800,neutral,1
1801,neutral,1
1802,positive,2
1803,positive,2
1804,neutral,1
1805,positive,2
1806,neutral,1
1807,neutral,1
1808,neutral,1
1809,neutral,1
1810,neutral,1
1811,positive,2
1812,neutral,1
1813,neutral,1
1814,neutral,1
1815,neutral,1
1816,neutral,1
1817,neutral,1
1818,neutral,1
1819,neutral,1
1820,neutral,1
1821,neutral,1
1822,neutral,1
1823,neutral,1
1824,neutral,1
1825,neutral,1
1826,neutral,1
1827,neutral,1
1828,neutral,1
1829,neutral,1
1830,neutral,1
1831,neutral,1
1832,neutral,1
1833,neutral,1
1834,neutral,1
1835,neutral,1
1836,neutral,1
1837,neutral,1
1838,neutral,1
1839,neutral,1
1840,neutral,1
1841,neutral,1
1842,neutral,1
1843,neutral,1
1844,neutral,1
1845,neutral,1
1846,neutral,1
1847,positive,2
1848,neutral,1
1849,neutral,1
1850,neutral,1
1851,negative,0
1852,neutral,1
1853,neutral,1
1854,neutral,1
1855,neutral,1
1856,positive,2
1857,neutral,1
1858,positive,2
1859,neutral,1
1860,neutral,1
1861,neutral,1
1862,negative,0
1863,negative,0
1864,negative,0
1865,negative,0
1866,negative,0
1867,negative,0
1868,negative,0
1869,negative,0
1870,negative,0
1871,negative,0
1872,negative,0
1873,negative,0
1874,negative,0
1875,negative,0
1876,negative,0
1877,negative,0
1878,negative,0
1879,negative,0
1880,negative,0
1881,negative,0
1882,negative,0
1883,negative,0
1884,negative,0
1885,negative,0
1886,negative,0
1887,negative,0
1888,negative,0
1889,negative,0
1890,negative,0
1891,negative,0
1892,negative,0
1893,negative,0
1894,negative,0
1895,negative,0
1896,negative,0
1897,positive,2
1898,negative,0
1899,negative,0
1900,negative,0
1901,negative,0
1902,negative,0
1903,negative,0
1904,negative,0
1905,negative,0
1906,negative,0
1907,negative,0
1908,negative,0
1909,negative,0
1910,negative,0
1911,positive,2
1912,positive,2
1913,positive,2
1914,positive,2
1915,positive,2
1916,positive,2
1917,negative,0
1918,positive,2
1919,negative,0
1920,positive,2
1921,positive,2
1922,positive,2
1923,positive,2
1924,positive,2
1925,negative,0
1926,negative,0
1927,positive,2
1928,neutral,1
1929,neutral,1
1930,neutral,1
1931,positive,2
1932,neutral,1
1933,neutral,1
1934,neutral,1
1935,neutral,1
1936,neutral,1
1937,neutral,1
1938,neutral,1
1939,neutral,1
1940,positive,2
1941,neutral,1
1942,neutral,1
1943,neutral,1
1944,neutral,1
1945,positive,2
1946,neutral,1
1947,neutral,1
1948,neutral,1
1949,neutral,1
1950,neutral,1
1951,neutral,1
1952,neutral,1
1953,neutral,1
1954,neutral,1
1955,neutral,1
1956,positive,2
1957,neutral,1
1958,neutral,1
1959,neutral,1
1960,neutral,1
1961,neutral,1
1962,neutral,1
1963,neutral,1
1964,neutral,1
1965,neutral,1
1966,neutral,1
1967,neutral,1
1968,neutral,1
1969,positive,2
1970,neutral,1
1971,neutral,1
1972,neutral,1
1973,neutral,1
1974,neutral,1
1975,neutral,1
1976,neutral,1
1977,neutral,1
1978,neutral,1
1979,positive,2
1980,neutral,1
1981,neutral,1
1982,neutral,1
1983,neutral,1
1984,neutral,1
1985,neutral,1
1986,neutral,1
1987,positive,2
1988,neutral,1
1989,neutral,1
1990,neutral,1
1991,neutral,1
1992,neutral,1
1993,negative,0
1994,neutral,1
1995,positive,2
1996,neutral,1
1997,neutral,1
1998,neutral,1
1999,neutral,1
2000,positive,2
2001,neutral,1
2002,neutral,1
2003,neutral,1
2004,neutral,1
2005,neutral,1
2006,positive,2
2007,neutral,1
2008,neutral,1
2009,neutral,1
2010,positive,2
2011,negative,0
2012,negative,0
2013,positive,2
2014,negative,0
2015,negative,0
2016,negative,0
2017,negative,0
2018,negative,0
2019,negative,0
2020,negative,0
2021,negative,0
2022,negative,0
2023,neutral,1
2024,negative,0
2025,negative,0
2026,negative,0
2027,negative,0
2028,negative,0
2029,negative,0
2030,negative,0
2031,negative,0
2032,negative,0
2033,negative,0
2034,negative,0
2035,negative,0
2036,negative,0
2037,negative,0
2038,negative,0
2039,negative,0
2040,negative,0
2041,negative,0
2042,negative,0
2043,negative,0
2044,negative,0
2045,negative,0
2046,negative,0
2047,negative,0
2048,negative,0
2049,negative,0
2050,negative,0
2051,negative,0
2052,negative,0
2053,negative,0
2054,negative,0
2055,positive,2
2056,neutral,1
2057,positive,2
2058,positive,2
2059,positive,2
2060,positive,2
2061,positive,2
2062,positive,2
2063,positive,2
2064,positive,2
2065,neutral,1
2066,neutral,1
2067,neutral,1
2068,negative,0
2069,neutral,1
2070,negative,0
2071,negative,0
2072,negative,0
2073,negative,0
2074,negative,0
2075,neutral,1
2076,positive,2
2077,neutral,1
2078,neutral,1
2079,positive,2
2080,negative,0
2081,negative,0
2082,negative,0
2083,negative,0
2084,negative,0
2085,negative,0
2086,negative,0
2087,negative,0
2088,negative,0
2089,neutral,1
2090,negative,0
2091,neutral,1
2092,negative,0
2093,negative,0
2094,negative,0
2095,negative,0
2096,negative,0
2097,neutral,1
2098,neutral,1
2099,neutral,1
2100,positive,2
2101,negative,0
2102,negative,0
2103,negative,0
2104,negative,0
2105,negative,0
2106,negative,0
2107,negative,0
2108,negative,0
2109,negative,0
2110,negative,0
2111,negative,0
2112,negative,0
2113,negative,0
2114,negative,0
2115,negative,0
2116,negative,0
2117,negative,0
2118,negative,0
2119,negative,0
2120,negative,0
2121,negative,0
2122,negative,0
2123,negative,0
2124,negative,0
2125,negative,0
2126,negative,0
2127,negative,0
2128,negative,0
2129,negative,0
2130,negative,0
2131,negative,0
2132,negative,0
2133,negative,0
2134,negative,0
2135,negative,0
2136,negative,0
2137,negative,0
2138,negative,0
2139,negative,0
2140,negative,0
2141,negative,0
2142,negative,0
2143,negative,0
2144,negative,0
2145,negative,0
2146,negative,0
2147,negative,0
2148,negative,0
2149,negative,0
2150,negative,0
2151,negative,0
2152,negative,0
2153,negative,0
2154,negative,0
2155,negative,0
2156,negative,0
2157,negative,0
2158,negative,0
2159,negative,0
2160,negative,0
2161,negative,0
2162,negative,0
2163,negative,0
2164,negative,0
2165,negative,0
2166,negative,0
2167,negative,0
2168,negative,0
2169,negative,0
2170,negative,0
2171,negative,0
2172,negative,0
2173,negative,0
2174,negative,0
2175,negative,0
2176,negative,0
2177,negative,0
2178,negative,0
2179,negative,0
2180,negative,0
2181,negative,0
2182,negative,0
2183,negative,0
2184,negative,0
2185,negative,0
2186,negative,0
2187,negative,0
2188,negative,0
2189,negative,0
2190,negative,0
2191,negative,0
2192,negative,0
2193,negative,0
2194,negative,0
2195,negative,0
2196,negative,0
2197,negative,0
2198,negative,0
2199,negative,0
2200,negative,0
2201,negative,0
2202,negative,0
2203,negative,0
2204,negative,0
2205,negative,0
2206,negative,0
2207,negative,0
2208,negative,0
2209,negative,0
2210,negative,0
2211,negative,0
2212,negative,0
2213,negative,0
2214,negative,0
2215,negative,0
2216,negative,0
2217,negative,0
2218,negative,0
2219,negative,0
2220,negative,0
2221,negative,0
2222,negative,0
2223,negative,0
2224,negative,0
2225,positive,2
2226,negative,0
2227,negative,0
2228,negative,0
2229,positive,2
2230,negative,0
2231,negative,0
2232,negative,0
2233,negative,0
2234,negative,0
2235,negative,0
2236,neutral,1
2237,negative,0
2238,negative,0
2239,negative,0
2240,negative,0
2241,positive,2
2242,negative,0
2243,negative,0
2244,negative,0
2245,negative,0
2246,negative,0
2247,neutral,1
2248,negative,0
2249,neutral,1
2250,negative,0
2251,negative,0
2252,negative,0
2253,negative,0
2254,negative,0
2255,negative,0
2256,negative,0
2257,negative,0
2258,negative,0
2259,negative,0
2260,negative,0
2261,negative,0
2262,negative,0
2263,negative,0
