,response,label
1617,Positive,2
1618,neutral,1
1619,neutral,1
1620,Positive.,1
1621,Negative.,1
1622,Neutral.,1
1623,Negative,0
1624,neutral,1
1625,Positive,2
1626,neutral,1
1627,Positive,2
1628,neutral,1
1629,Positive,2
1630,Negative.,1
1631,neutral,1
1632,Neutral.,1
1633,Positive,2
1634,Positive.,1
1635,Positive.,1
1636,Positive.,1
1637,Positive,2
1638,Positive,2
1639,Neutral.,1
1640,Positive.,1
1641,Positive.,1
1642,Neutral,1
1643,Negative.,1
1644,neutral,1
1645,Positive,2
1646,Negative.,1
1647,Positive.,1
1648,neutral,1
1649,neutral,1
1650,neutral,1
1651,neutral,1
1652,Negative.,1
1653,positive,2
1654,neutral,1
1655,neutral,1
1656,Negative,0
1657,Negative.,1
1658,neutral,1
1659,Positive.,1
1660,neutral,1
1661,Positive,2
1662,neutral,1
1663,neutral,1
1664,Positive,2
1665,Neutral.,1
1666,neutral,1
1667,Negative.,1
1668,Positive,2
1669,neutral,1
1670,Positive,2
1671,Negative.,1
1672,Positive.,1
1673,Positive,2
1674,neutral,1
1675,Negative,0
1676,Positive,2
1677,Positive.,1
1678,Positive,2
1679,neutral,1
1680,neutral,1
1681,Positive,2
1682,Negative,0
1683,Positive,2
1684,Positive.,1
1685,Negative,0
1686,Negative,0
1687,Negative.,1
1688,neutral,1
1689,neutral,1
1690,Positive,2
1691,neutral,1
1692,Positive.,1
1693,neutral,1
1694,Positive,2
1695,Negative.,1
1696,Negative,0
1697,Positive,2
1698,Positive,2
1699,neutral,1
1700,Positive,2
1701,Positive.,1
1702,neutral,1
1703,Negative,0
1704,Positive,2
1705,neutral,1
1706,Positive,2
1707,Positive,2
1708,Positive,2
1709,Negative.,1
1710,Neutral,1
1711,positive,2
1712,neutral,1
1713,Negative,0
1714,Positive.,1
1715,Negative,0
1716,Neutral.,1
1717,neutral,1
1718,neutral,1
1719,Negative,0
1720,neutral.,1
1721,Positive,2
1722,Positive,2
1723,Positive,2
1724,neutral,1
1725,Positive,2
1726,neutral,1
1727,neutral,1
1728,Positive,2
1729,positive,2
1730,Positive,2
1731,neutral,1
1732,Positive.,1
1733,Positive,2
1734,Positive,2
1735,Positive,2
1736,Positive,2
1737,Positive.,1
1738,Positive,2
1739,neutral,1
1740,Positive,2
1741,Positive,2
1742,Neutral.,1
1743,Positive,2
1744,Positive,2
1745,Negative,0
1746,Positive,2
1747,Positive,2
1748,neutral,1
1749,neutral,1
1750,Positive.,1
1751,neutral,1
1752,Positive,2
1753,Positive.,1
1754,Positive.,1
1755,Positive,2
1756,Positive,2
1757,Negative.,1
1758,Positive,2
1759,Positive,2
1760,Positive.,1
1761,neutral,1
1762,neutral,1
1763,Positive.,1
1764,neutral,1
1765,neutral,1
1766,Positive,2
1767,neutral,1
1768,neutral,1
1769,Neutral.,1
1770,neutral,1
1771,neutral,1
1772,Positive,2
1773,Positive,2
1774,neutral,1
1775,neutral,1
1776,neutral,1
1777,neutral,1
1778,positive,2
1779,neutral,1
1780,Negative.,1
1781,Positive,2
1782,Positive.,1
1783,neutral,1
1784,Positive,2
1785,Neutral.,1
1786,Positive,2
1787,positive,2
1788,neutral,1
1789,neutral,1
1790,Negative,0
1791,Positive.,1
1792,Negative.,1
1793,Positive,2
1794,neutral,1
1795,Positive,2
1796,Neutral.,1
1797,Positive,2
1798,neutral,1
1799,neutral,1
1800,Positive.,1
1801,Positive,2
1802,Positive,2
1803,Positive.,1
1804,Negative.,1
1805,neutral,1
1806,Positive,2
1807,neutral,1
1808,Negative,0
1809,Negative,0
1810,Negative,0
1811,Positive.,1
1812,Negative,0
1813,neutral,1
1814,Positive,2
1815,Positive,2
1816,Positive.,1
1817,Negative.,1
1818,Positive.,1
1819,Positive,2
1820,Negative,0
1821,positive,2
1822,Negative.,1
1823,Positive.,1
1824,neutral,1
1825,Positive,2
1826,Positive,2
1827,Negative,0
1828,neutral,1
1829,neutral,1
1830,Neutral,1
1831,neutral,1
1832,neutral,1
1833,neutral,1
1834,Positive,2
1835,Positive.,1
1836,neutral,1
1837,neutral,1
1838,neutral,1
1839,neutral,1
1840,Negative,0
1841,Negative.,1
1842,Positive,2
1843,Positive,2
1844,Positive,2
1845,Positive,2
1846,Positive.,1
1847,positive,2
1848,Positive,2
1849,Positive.,1
1850,Positive,2
1851,neutral,1
1852,Positive,2
1853,Negative,0
1854,neutral,1
1855,Positive,2
1856,Negative,0
1857,Positive.,1
1858,Negative,0
1859,neutral,1
1860,neutral,1
1861,Positive,2
1862,Positive,2
1863,Positive.,1
1864,neutral,1
1865,Positive,2
1866,Positive,2
1867,Negative,0
1868,Negative.,1
1869,Negative,0
1870,Positive,2
1871,neutral,1
1872,Positive.,1
1873,Positive,2
1874,Positive,2
1875,Positive,2
1876,neutral,1
1877,neutral,1
1878,Negative,0
1879,neutral,1
1880,Negative.,1
1881,neutral,1
1882,Positive,2
1883,Positive.,1
1884,Positive.,1
1885,Negative,0
1886,neutral,1
1887,neutral,1
1888,Positive.,1
1889,Positive,2
1890,Positive,2
1891,Positive,2
1892,Thesentimentoftheinputismixed.,1
1893,Positive,2
1894,Positive,2
1895,positive,2
1896,neutral,1
1897,Negative,0
1898,neutral,1
1899,Negative,0
1900,Positive.,1
1901,neutral,1
1902,neutral,1
1903,Positive,2
1904,neutral,1
1905,neutral,1
1906,neutral,1
1907,Positive.,1
1908,neutral,1
1909,Neutral.,1
1910,neutral,1
1911,neutral,1
1912,neutral,1
1913,neutral,1
1914,Positive,2
1915,neutral,1
1916,Positive,2
1917,Positive,2
1918,Positive,2
1919,Positive,2
1920,neutral,1
1921,Positive,2
1922,Positive,2
1923,Negative.,1
1924,Positive.,1
1925,neutral,1
1926,Positive,2
1927,Neutral.,1
1928,neutral,1
1929,Positive.,1
1930,negative,0
1931,Negative,0
1932,neutral.,1
1933,Negative.,1
1934,neutral,1
1935,Positive,2
1936,neutral,1
1937,Negative,0
1938,Positive.,1
1939,Positive,2
1940,Positive.,1
1941,neutral,1
1942,neutral,1
1943,neutral,1
1944,Negative.,1
1945,Positive,2
1946,Positive,2
1947,neutral,1
1948,Positive,2
1949,Positive,2
1950,Negative,0
1951,neutral,1
1952,neutral,1
1953,neutral,1
1954,Positive,2
1955,Negative,0
1956,Positive,2
1957,Positive.,1
1958,Positive.,1
1959,Positive,2
1960,Negative,0
1961,neutral,1
1962,Positive,2
1963,Positive,2
1964,neutral,1
1965,Positive,2
1966,Positive,2
1967,neutral,1
1968,Neutral.,1
1969,neutral,1
1970,Positive,2
1971,neutral,1
1972,Positive,2
1973,Positive.,1
1974,neutral,1
1975,Positive.,1
1976,Positive.,1
1977,Positive.,1
1978,Thebasecasescenarioforthecurrencymarketisneutral.,1
1979,Positive,2
1980,Negative,0
1981,neutral,1
1982,neutral,1
1983,neutral,1
1984,Positive,2
1985,Positive.,1
1986,neutral,1
1987,neutral,1
1988,neutral,1
1989,Positive.,1
1990,Negative.,1
1991,Positive.,1
1992,neutral,1
1993,neutral,1
1994,neutral,1
1995,Negative,0
1996,neutral,1
1997,Positive,2
1998,Positive,2
1999,neutral,1
2000,Positive,2
2001,neutral,1
2002,Positive,2
2003,neutral,1
2004,Positive,2
2005,neutral,1
2006,neutral,1
2007,Positive,2
2008,neutral,1
2009,Positive,2
2010,Positive,2
2011,Positive.,1
2012,Positive,2
2013,Negative.,1
2014,positive,2
2015,Negative.,1
2016,Negative.,1
2017,Positive,2
2018,Positive.,1
2019,Neutral,1
2020,neutral,1
2021,neutral,1
2022,Positive,2
2023,Negative,0
2024,Positive,2
2025,Positive.,1
2026,Neutral.,1
2027,Neutral,1
2028,Positive,2
2029,Negative,0
2030,positive,2
2031,neutral.,1
2032,Positive.,1
2033,Positive.,1
2034,Negative,0
2035,neutral,1
2036,Positive,2
2037,Neutral.,1
2038,Positive.,1
2039,neutral,1
2040,Positive,2
2041,neutral,1
2042,Positive,2
2043,Negative,0
2044,Positive,2
2045,Positive.,1
2046,Positive,2
2047,neutral,1
2048,neutral,1
2049,Positive.,1
2050,Positive,2
2051,Positive.,1
2052,Negative,0
2053,Thesentimentoftheinputisneutral.,1
2054,neutral,1
2055,neutral,1
2056,neutral,1
2057,Positive,2
2058,neutral,1
2059,Positive.,1
2060,Negative.,1
2061,Negative,0
2062,Negative,0
2063,Neutral.,1
2064,Negative.,1
2065,Positive,2
2066,neutral,1
2067,Positive,2
2068,Positive.,1
2069,Positive.,1
2070,Positive,2
2071,Positive,2
2072,Positive,2
2073,Negative,0
2074,Neutral.,1
2075,neutral,1
2076,Negative,0
2077,neutral,1
2078,positive,2
2079,Positive,2
2080,Neutral.,1
2081,Positive,2
2082,neutral,1
2083,Positive,2
2084,Negative,0
2085,Positive,2
2086,Positive,2
2087,Positive,2
2088,Positive,2
2089,neutral,1
2090,Positive.,1
2091,Positive,2
2092,Positive.,1
2093,neutral,1
2094,Positive,2
2095,Positive,2
2096,neutral,1
2097,Positive,2
2098,neutral,1
2099,neutral,1
2100,Negative,0
2101,Positive.,1
2102,Positive,2
2103,neutral,1
2104,Positive,2
2105,Positive.,1
2106,neutral,1
2107,Positive,2
2108,Positive,2
2109,Positive.,1
2110,neutral,1
2111,Negative,0
2112,Neutral.,1
2113,neutral,1
2114,Negative.,1
2115,neutral,1
2116,Positive.,1
2117,neutral,1
2118,Positive,2
2119,neutral,1
2120,Negative.,1
2121,neutral,1
2122,Negative.,1
2123,Positive,2
2124,neutral,1
2125,Positive,2
2126,Positive.,1
2127,Positive,2
2128,neutral,1
2129,Negative,0
2130,Neutral.,1
2131,neutral,1
2132,Positive,2
2133,Positive,2
2134,neutral,1
2135,neutral,1
2136,neutral,1
2137,Positive.,1
2138,Positive.,1
2139,neutral,1
2140,Positive.,1
2141,Positive,2
2142,Positive,2
2143,Positive.,1
2144,neutral,1
2145,Positive,2
2146,Positive,2
2147,Neutral.,1
2148,neutral,1
2149,Negative.,1
2150,Negative.,1
2151,neutral,1
2152,Positive.,1
2153,positive,2
2154,neutral,1
2155,neutral.,1
2156,Positive.,1
2157,Positive,2
2158,Positive.,1
2159,Negative,0
2160,Positive,2
2161,Positive,2
2162,neutral,1
2163,neutral,1
2164,neutral,1
2165,neutral,1
2166,neutral,1
2167,Negative,0
2168,Neutral.,1
2169,neutral,1
2170,neutral,1
2171,neutral,1
2172,Positive,2
2173,positive,2
2174,Neutral,1
2175,Positive,2
2176,neutral,1
2177,neutral,1
2178,Positive,2
2179,Positive,2
2180,neutral,1
2181,Negative,0
2182,Positive,2
2183,Positive,2
2184,Positive.,1
2185,Negative,0
2186,Positive.,1
2187,Positive,2
2188,neutral,1
2189,Negative.,1
2190,Positive,2
2191,Positive,2
2192,Negative.,1
2193,neutral,1
2194,Positive.,1
2195,Positive,2
2196,Positive,2
2197,Negative.,1
2198,neutral,1
2199,neutral,1
2200,neutral,1
2201,Negative.,1
2202,Positive,2
2203,Positive.,1
2204,Positive,2
2205,Positive,2
2206,Positive,2
2207,Negative,0
2208,neutral,1
2209,Positive.,1
2210,neutral,1
2211,Positive,2
2212,neutral,1
2213,Negative.,1
2214,Positive,2
2215,neutral.,1
2216,neutral,1
2217,Positive,2
2218,neutral,1
2219,neutral,1
2220,neutral,1
2221,neutral,1
2222,Positive.,1
2223,Positive,2
2224,Positive,2
2225,neutral,1
2226,neutral,1
2227,Negative,0
2228,Negative.,1
2229,neutral,1
2230,neutral,1
2231,positive.,1
2232,neutral,1
2233,Negative,0
2234,Positive,2
2235,Neutral.,1
2236,Positive,2
2237,positive,2
2238,Positive,2
2239,neutral,1
2240,Positive,2
2241,neutral,1
2242,neutral,1
2243,Negative,0
2244,Positive,2
2245,Positive.,1
2246,Positive,2
2247,positive,2
2248,neutral,1
2249,Positive.,1
2250,Positive.,1
2251,Negative,0
2252,Positive,2
2253,Positive,2
2254,neutral,1
2255,Thesentimentoftheinputisneutral.,1
2256,Neutral.,1
2257,Positive,2
2258,Positive.,1
2259,neutral,1
2260,Positive,2
2261,Positive,2
2262,neutral,1
2263,neutral,1
2264,Positive,2
2265,neutral,1
2266,Positive,2
2267,Negative.,1
2268,Positive,2
2269,Negative,0
2270,Positive,2
2271,neutral,1
2272,Positive.,1
2273,Negative,0
2274,Positive.,1
2275,Positive.,1
2276,Positive,2
2277,neutral,1
2278,neutral,1
2279,neutral,1
2280,Negative.,1
2281,Positive.,1
2282,neutral,1
2283,neutral,1
2284,Positive,2
2285,Positive,2
2286,Positive,2
2287,Negative.,1
2288,Positive.,1
2289,Positive,2
2290,Positive,2
2291,Negative.,1
2292,neutral,1
2293,Negative,0
2294,Positive.,1
2295,Negative,0
2296,neutral,1
2297,Positive,2
2298,Positive.,1
2299,Negative.,1
2300,Positive,2
2301,Positive.,1
2302,Positive,2
2303,Neutral.,1
2304,Positive,2
2305,Positive,2
2306,Positive.,1
2307,neutral,1
2308,Negative,0
2309,Positive,2
2310,positive,2
2311,neutral,1
2312,Positive.,1
2313,neutral,1
2314,neutral.,1
2315,Positive,2
2316,Positive,2
2317,Positive,2
2318,neutral.,1
2319,Positive,2
2320,neutral,1
2321,Positive.,1
2322,Positive.,1
2323,Positive,2
2324,Positive,2
2325,Neutral.,1
2326,Positive,2
2327,Positive.,1
2328,Positive,2
2329,Positive,2
2330,neutral.,1
2331,Positive,2
2332,neutral,1
2333,Positive.,1
2334,Positive.,1
2335,neutral,1
2336,Positive.,1
2337,Neutral.,1
2338,Positive,2
2339,Positive,2
2340,neutral,1
2341,neutral,1
2342,Positive,2
2343,neutral,1
2344,Positive,2
2345,Positive,2
2346,Positive,2
2347,Negative.,1
2348,Positive,2
2349,Positive.,1
2350,neutral,1
2351,neutral,1
2352,neutral,1
2353,neutral,1
2354,Positive,2
2355,Positive,2
2356,neutral,1
2357,Positive,2
2358,Positive.,1
2359,Neutral.,1
2360,Positive,2
2361,neutral,1
2362,Positive,2
2363,Positive,2
2364,neutral,1
2365,neutral,1
2366,Positive.,1
2367,Positive,2
2368,Negative.,1
2369,Positive,2
2370,neutral,1
2371,positive,2
2372,Positive,2
2373,neutral,1
2374,neutral,1
2375,Negative.,1
2376,neutral,1
2377,Positive,2
2378,Positive.,1
2379,neutral,1
2380,Positive.,1
2381,neutral,1
2382,neutral,1
2383,Negative.,1
2384,Positive,2
2385,neutral,1
2386,Positive,2
2387,Positive,2
2388,neutral,1
2389,neutral,1
2390,Positive,2
2391,neutral,1
2392,neutral,1
2393,neutral,1
2394,Negative,0
2395,Positive.,1
2396,Positive,2
2397,Positive.,1
2398,Positive,2
2399,neutral,1
2400,Positive,2
2401,Positive,2
2402,neutral,1
2403,Negative.,1
2404,Negative,0
2405,positive,2
2406,Positive,2
2407,neutral,1
2408,Positive,2
2409,Positive,2
2410,Neutral.,1
2411,neutral,1
2412,neutral,1
2413,neutral,1
2414,Negative,0
2415,Positive,2
2416,Positive,2
2417,Positive,2
2418,Positive.,1
2419,Positive.,1
2420,neutral,1
2421,Negative,0
2422,Positive,2
2423,Negative.,1
2424,Positive.,1
2425,neutral,1
2426,neutral,1
2427,neutral,1
2428,neutral,1
2429,Positive,2
2430,neutral,1
2431,Positive,2
2432,Positive,2
2433,Positive,2
2434,Positive,2
2435,neutral,1
2436,Positive,2
2437,Positive,2
2438,Neutral.,1
2439,Positive,2
2440,Positive,2
2441,neutral,1
2442,Positive.,1
2443,Positive.,1
2444,neutral,1
2445,neutral,1
2446,neutral,1
2447,Positive,2
2448,neutral,1
2449,Positive,2
2450,neutral,1
2451,Positive,2
2452,neutral.,1
2453,Negative.,1
2454,Positive,2
2455,Neutral,1
2456,Positive,2
2457,Positive,2
2458,Positive,2
2459,Negative.,1
2460,Positive.,1
2461,neutral,1
2462,neutral,1
2463,Positive.,1
2464,Positive.,1
2465,Positive,2
2466,neutral,1
2467,Positive,2
2468,Positive,2
2469,Neutral.,1
2470,neutral,1
2471,neutral,1
2472,Positive,2
2473,Positive,2
2474,Positive,2
2475,Negative,0
2476,Neutral.,1
2477,Positive.,1
2478,Negative.,1
2479,Positive,2
2480,Positive,2
2481,Positive,2
2482,Positive,2
2483,Positive.,1
2484,neutral,1
2485,neutral,1
2486,neutral,1
2487,Negative,0
2488,Positive.,1
2489,Negative,0
2490,neutral,1
2491,Positive.,1
2492,Negative,0
2493,Positive,2
2494,Negative,0
2495,Positive,2
2496,Negative,0
2497,Negative,0
2498,positive,2
2499,neutral,1
2500,neutral,1
2501,Negative,0
2502,neutral,1
2503,neutral,1
2504,Positive,2
2505,Positive,2
2506,Positive,2
2507,Positive,2
2508,Positive,2
2509,Negative,0
2510,Negative.,1
2511,Positive.,1
2512,neutral,1
2513,Negative,0
2514,neutral,1
2515,Positive.,1
2516,Positive,2
2517,neutral,1
2518,neutral,1
2519,neutral,1
2520,Positive,2
2521,Positive,2
2522,neutral,1
2523,Negative,0
2524,Positive,2
2525,Neutral.,1
2526,neutral,1
2527,Positive.,1
2528,Positive.,1
2529,Positive,2
2530,Positive.,1
2531,neutral,1
2532,Positive.,1
2533,Positive,2
2534,neutral.,1
2535,Positive,2
2536,Positive,2
2537,Positive,2
2538,Neutral.,1
2539,Positive,2
2540,Positive.,1
2541,Positive,2
2542,neutral,1
2543,Positive,2
2544,Positive,2
2545,Neutral.,1
2546,neutral,1
2547,neutral,1
2548,neutral,1
2549,Positive.,1
2550,neutral,1
2551,neutral,1
2552,neutral,1
2553,neutral,1
2554,Positive,2
2555,Negative,0
2556,neutral,1
2557,Positive.,1
2558,neutral,1
2559,Positive.,1
2560,neutral,1
2561,Positive.,1
2562,neutral,1
2563,Positive,2
2564,Positive,2
2565,Negative,0
2566,Positive,2
2567,Positive,2
2568,Negative,0
2569,Positive,2
2570,Positive.,1
2571,Positive,2
2572,neutral,1
2573,neutral,1
2574,neutral,1
2575,neutral,1
2576,Positive,2
2577,Positive,2
2578,Positive,2
2579,neutral,1
2580,Negative.,1
2581,neutral,1
2582,positive,2
2583,Positive,2
2584,Positive,2
2585,Positive.,1
2586,neutral,1
2587,neutral,1
2588,Negative.,1
2589,Neutral.,1
2590,Positive.,1
2591,neutral,1
2592,neutral,1
2593,Positive,2
2594,Positive,2
2595,neutral,1
2596,Negative.,1
2597,Positive,2
2598,Positive,2
2599,Positive.,1
2600,neutral,1
2601,Neutral.,1
2602,Negative.,1
2603,neutral,1
2604,Positive.,1
2605,Positive,2
2606,Positive,2
2607,Negative,0
2608,Positive,2
2609,Positive,2
2610,neutral,1
2611,Positive,2
2612,neutral,1
2613,neutral,1
2614,neutral,1
2615,neutral,1
2616,neutral,1
2617,Positive,2
2618,neutral,1
2619,Positive,2
2620,Positive,2
2621,positive,2
2622,neutral,1
2623,Negative.,1
2624,Positive.,1
2625,neutral,1
2626,neutral,1
2627,Positive,2
2628,Negative,0
2629,neutral,1
2630,Positive,2
2631,Positive,2
2632,neutral,1
2633,positive,2
2634,neutral,1
2635,neutral,1
2636,neutral,1
2637,Positive,2
2638,Negative.,1
2639,Negative,0
2640,neutral,1
2641,neutral,1
2642,Positive.,1
2643,neutral,1
2644,Positive,2
2645,Positive,2
2646,Positive,2
2647,Positive,2
2648,neutral,1
2649,Positive.,1
2650,Positive,2
2651,neutral,1
2652,Positive,2
2653,Positive,2
2654,neutral,1
2655,neutral,1
2656,Negative.,1
2657,Positive.,1
2658,Positive,2
2659,Positive.,1
2660,Positive.,1
2661,neutral,1
2662,Positive,2
2663,neutral,1
2664,Negative.,1
2665,neutral,1
2666,Neutral.,1
2667,neutral,1
2668,Positive,2
2669,Negative.,1
2670,Positive,2
2671,neutral,1
2672,neutral,1
2673,neutral,1
2674,neutral,1
2675,Negative,0
2676,Neutral.,1
2677,neutral,1
2678,neutral,1
2679,Neutral.,1
2680,Positive,2
2681,Positive,2
2682,Negative,0
2683,neutral,1
2684,neutral,1
2685,Positive,2
2686,Positive,2
2687,Negative,0
2688,Positive,2
2689,Positive.,1
2690,Negative.,1
2691,Negative,0
2692,Negative,0
2693,Positive,2
2694,Negative,0
2695,Positive,2
2696,Negative.,1
2697,Positive,2
2698,Neutral.,1
2699,Positive.,1
2700,Positive.,1
2701,Positive.,1
2702,neutral,1
2703,positive,2
2704,neutral,1
2705,Positive.,1
2706,Positive,2
2707,Negative.,1
2708,Positive,2
2709,Positive,2
2710,neutral,1
2711,neutral,1
2712,neutral,1
2713,neutral,1
2714,Positive,2
2715,Positive,2
2716,Positive,2
2717,Positive,2
2718,neutral,1
2719,Positive.,1
2720,Positive,2
2721,Positive,2
2722,neutral,1
2723,neutral,1
2724,Positive.,1
2725,Positive,2
2726,Negative,0
2727,positive,2
2728,Positive,2
2729,neutral,1
2730,Positive.,1
2731,Positive,2
2732,Positive.,1
2733,Positive,2
2734,Positive,2
2735,Positive,2
2736,neutral,1
2737,positive,2
2738,neutral,1
2739,neutral,1
2740,positive,2
2741,neutral,1
2742,neutral,1
2743,Positive,2
2744,neutral,1
2745,Positive.,1
2746,neutral,1
2747,Positive,2
2748,Positive,2
2749,Positive.,1
2750,Positive,2
2751,neutral,1
2752,neutral,1
2753,Negative,0
2754,neutral,1
2755,Positive,2
2756,Positive,2
2757,neutral,1
2758,Positive,2
2759,positive,2
2760,neutral,1
2761,Positive,2
2762,Neutral.,1
2763,Positive.,1
2764,neutral,1
2765,Negative.,1
2766,positive,2
2767,Positive,2
2768,Negative,0
2769,neutral,1
2770,Negative.,1
2771,neutral,1
2772,neutral,1
2773,neutral,1
2774,Positive.,1
2775,Positive,2
2776,Positive,2
2777,Positive.,1
2778,Positive,2
2779,neutral,1
2780,neutral,1
2781,neutral,1
2782,neutral,1
2783,Negative.,1
2784,Positive.,1
2785,Positive,2
2786,Positive.,1
2787,Negative,0
2788,Positive,2
2789,neutral,1
2790,neutral,1
2791,Negative,0
2792,Positive,2
